序号,代码,名称,第二板日期,买入日,买入价,卖出日,卖出价,净收益率,回调等待天数,第二板成交额(亿)
4550,300959,线上线下,20240627,20240702,26.336,20240705,23.911,-9.3083%,3,0.86
4551,300977,深圳瑞捷,20240627,20240704,18.419,20240709,16.272,-11.7582%,5,1.90
4552,603825,ST华扬,20240627,20240703,9.175,20240708,8.526,-7.1723%,4,2.42
4553,603887,城地香江,20240627,20240703,5.423,20240708,5.957,9.7532%,4,0.57
4554,000004,国华退,20240628,20240704,10.525,20240709,9.575,-9.1264%,4,2.71
4555,002571,德力股份,20240628,20240703,4.102,20240708,3.818,-7.0224%,3,1.03
4556,300461,田中精机,20240628,20240704,19.190,20240709,16.012,-16.6590%,4,4.51
4557,301182,凯旺科技,20240701,20240704,21.561,20240709,19.090,-11.5575%,3,4.74
4558,301388,欣灵电气,20240701,20240704,24.612,20240709,20.830,-15.4692%,3,5.10
4559,600076,康欣新材,20240701,20240708,1.481,20240711,1.459,-1.5500%,5,0.70
4560,002431,ST棕榈,20240702,20240708,1.551,20240711,1.489,-4.0670%,4,0.54
4561,002556,辉隆股份,20240702,20240709,4.632,20240712,4.798,3.4681%,5,1.66
4562,300197,节能铁汉,20240702,20240705,1.411,20240710,1.319,-6.5765%,3,2.91
4563,300561,汇金科技,20240702,20240708,8.949,20240711,8.691,-2.9920%,4,2.53
4564,600297,广汇汽车,20240702,20240709,0.910,20240712,0.960,5.2891%,5,2.50
4565,600881,亚泰集团,20240702,20240709,1.061,20240712,1.029,-3.0273%,5,0.06
4566,601929,吉视传媒,20240702,20240710,1.051,20240715,1.059,0.7515%,6,2.49
4567,603171,税友股份,20240702,20240708,28.314,20240711,29.785,5.0951%,4,1.25
4568,603829,洛凯股份,20240702,20240705,12.501,20240710,13.138,4.9969%,3,2.87
4569,000007,全新好,20240703,20240708,5.243,20240711,5.337,1.7065%,3,2.05
4570,002279,久其软件,20240703,20240709,4.692,20240712,4.838,2.9951%,4,2.42
4571,002535,林州重机,20240703,20240709,3.192,20240712,3.298,3.2449%,4,0.32
4572,002713,东易日盛,20240703,20240710,1.829,20240715,1.642,-10.3102%,5,0.54
4573,002717,ST岭南,20240703,20240709,1.091,20240712,1.019,-6.6155%,4,1.92
4574,300391,长药退,20240703,20240723,5.303,20240726,4.648,-12.4518%,14,0.29
4575,300506,名家汇,20240703,20240709,1.268,20240712,1.236,-2.5654%,4,0.42
4576,600227,赤天化,20240703,20240716,1.401,20240719,1.339,-4.4814%,9,0.51
4577,603079,圣达生物,20240703,20240709,10.855,20240712,11.614,6.8897%,4,0.99
4578,603256,宏和科技,20240703,20240708,7.426,20240711,7.618,2.4920%,3,3.03
4579,603615,茶花股份,20240703,20240708,11.876,20240711,10.875,-8.5320%,3,0.76
4580,000679,大连友谊,20240704,20240709,2.561,20240712,2.679,4.4829%,3,0.83
4581,600811,ST东方,20240704,20240710,0.780,20240715,0.960,22.8539%,4,3.20
4582,002689,ST远智,20240705,20240710,2.211,20240715,2.199,-0.6520%,3,1.37
4583,600476,ST湘邮,20240705,20240710,12.466,20240715,12.354,-1.0017%,3,2.38
4584,603155,新亚强,20240705,20240712,7.832,20240717,7.237,-7.6912%,5,0.73
4585,002094,青岛金王,20240708,20240711,1.981,20240716,2.019,1.8182%,3,0.83
4586,002741,光华科技,20240708,20240715,11.246,20240718,11.494,2.1109%,5,2.14
4587,002793,罗欣药业,20240708,20240712,4.102,20240717,3.878,-5.5604%,4,2.40
4588,002823,凯中精密,20240709,20240715,14.950,20240718,13.346,-10.8297%,4,7.87
4589,002981,朝阳科技,20240709,20240716,18.582,20240719,17.334,-6.8158%,5,0.99
4590,301300,远翔新材,20240709,20240715,25.355,20240718,22.211,-12.4992%,4,1.61
4591,600185,珠免集团,20240709,20240715,5.053,20240718,5.007,-0.9912%,4,6.36
4592,002829,星网宇达,20240710,20240718,16.128,20240723,17.021,5.4396%,6,0.37
4593,002920,德赛西威,20240710,20240718,98.945,20240723,96.158,-2.9173%,6,21.10
4594,300807,天迈科技,20240710,20240718,34.027,20240723,38.341,12.5776%,6,0.66
4595,600650,锦江在线,20240710,20240724,12.203,20240729,12.691,3.8953%,10,0.35
4596,000816,智慧农业,20240711,20240718,1.701,20240723,1.689,-0.7876%,5,0.79
4597,003010,若羽臣,20240711,20240717,5.203,20240722,5.264,1.0872%,4,0.42
4598,600711,盛屯矿业,20240711,20240718,5.125,20240723,4.760,-7.2214%,5,13.25
4599,603051,鹿山新材,20240711,20240717,16.787,20240722,15.856,-5.6477%,4,0.84
4600,603386,骏亚科技,20240711,20240717,12.426,20240722,12.284,-1.2456%,4,4.07
4601,300713,英可瑞,20240712,20240723,18.669,20240726,15.892,-14.9762%,7,3.96
4602,600811,ST东方,20240712,20240719,0.880,20240724,1.009,14.5580%,5,3.70
4603,600841,动力新科,20240712,20240718,3.622,20240723,4.418,21.8774%,4,1.18
4604,603032,德新科技,20240712,20240719,12.067,20240724,12.195,0.9597%,5,1.65
4605,603188,亚邦股份,20240712,20240718,2.381,20240723,2.339,-1.8789%,4,0.66
4606,605376,博迁新材,20240712,20240719,24.442,20240724,22.599,-7.6424%,5,4.92
4607,002678,珠江钢琴,20240715,20240718,3.582,20240723,3.478,-2.9905%,3,0.54
4608,600626,申达股份,20240715,20240719,2.761,20240724,2.769,0.1620%,4,1.01
4609,603790,雅运股份,20240715,20240718,9.475,20240723,9.145,-3.5757%,3,1.52
4610,301016,雷尔伟,20240716,20240729,11.930,20240801,10.704,-10.3793%,9,1.49
4611,603958,哈森股份,20240716,20240729,8.884,20240801,9.095,2.2751%,4,1.29
4612,000421,南京公用,20240717,20240722,4.932,20240725,4.528,-8.3054%,3,4.54
4613,000868,安凯客车,20240717,20240725,4.492,20240730,5.527,22.9395%,6,0.92
4614,600676,久事动娱,20240717,20240723,3.542,20240726,3.808,7.4195%,4,0.25
4615,603336,宏辉果蔬,20240717,20240723,3.141,20240726,3.007,-4.3373%,4,1.02
4616,603900,莱绅通灵,20240717,20240722,4.672,20240725,4.358,-6.8314%,3,1.86
4617,605178,时空科技,20240717,20240722,12.426,20240725,11.494,-7.6000%,3,2.41
4618,002168,ST惠程,20240718,20240725,2.391,20240730,2.399,0.2180%,5,1.11
4619,600620,天宸股份,20240718,20240723,4.617,20240726,4.473,-3.2305%,3,1.87
4620,600624,ST复华,20240718,20240731,4.082,20240805,4.048,-0.9345%,9,0.50
4621,002549,凯美特气,20240719,20240725,5.113,20240730,5.067,-0.9819%,4,1.00
4622,300960,通业科技,20240719,20240729,15.329,20240801,14.657,-4.4839%,6,2.39
4623,301036,双乐股份,20240719,20240725,28.474,20240730,30.625,7.4523%,4,5.83
4624,600171,上海贝岭,20240719,20240725,21.231,20240730,21.649,1.8715%,4,19.65
4625,600243,ST海华,20240719,20240726,3.012,20240731,3.198,6.1060%,5,0.63
4626,600841,动力新科,20240719,20240725,3.952,20240730,5.477,38.4955%,4,2.83
4627,603607,京华激光,20240719,20240725,11.146,20240730,11.374,1.9523%,4,0.52
4628,603680,今创集团,20240719,20240725,6.673,20240730,7.016,5.0422%,4,1.70
4629,603991,领先股份,20240719,20240725,33.997,20240730,35.232,3.5338%,4,1.37
4630,002800,天顺股份,20240722,20240725,8.124,20240730,8.626,6.0746%,3,0.81
4631,002819,东方中科,20240722,20240725,20.212,20240730,21.111,4.3495%,3,3.14
4632,301117,佳缘科技,20240722,20240729,16.064,20240801,15.033,-6.5153%,5,1.34
4633,600817,宇通重工,20240722,20240726,8.345,20240731,9.526,14.0527%,4,0.91
4634,603232,格尔软件,20240722,20240725,10.635,20240730,10.185,-4.3350%,3,0.35
4635,000712,锦龙股份,20240723,20240807,10.845,20240812,10.095,-7.0197%,11,7.66
4636,001379,腾达科技,20240723,20240808,28.892,20240813,26.235,-9.2981%,12,1.81
4637,002611,东方精工,20240723,20240731,5.581,20240805,5.735,2.6656%,6,3.56
4638,300240,飞力达,20240723,20240730,8.274,20240802,6.847,-17.3533%,5,8.52
4639,300550,和仁科技,20240723,20240726,10.800,20240731,10.140,-6.2152%,3,3.00
4640,600187,ST国中,20240723,20240802,2.431,20240807,2.599,6.7889%,8,0.18
4641,600611,大众交通,20240723,20240807,10.095,20240812,9.425,-6.7345%,11,16.55
4642,600686,金龙汽车,20240723,20240807,14.357,20240812,15.142,5.3694%,11,8.04
4643,601218,吉鑫科技,20240723,20240802,3.027,20240807,2.874,-5.1537%,8,2.07
4644,001212,中旗新材,20240724,20240730,16.060,20240802,15.772,-1.8927%,4,0.87
4645,002232,启明信息,20240724,20240806,21.867,20240809,19.426,-11.2614%,9,6.11
4646,301226,祥明智能,20240724,20240730,23.582,20240802,22.589,-4.3112%,4,5.14
4647,600262,北方股份,20240724,20240731,12.565,20240805,12.710,1.0489%,5,3.33
4648,600272,开开实业,20240724,20240731,9.866,20240805,9.936,0.6105%,5,4.24
4649,600624,ST复华,20240724,20240731,4.082,20240805,4.048,-0.9345%,5,3.38
4650,600834,申通地铁,20240724,20240801,8.506,20240806,8.028,-5.7225%,6,2.01
4651,603458,勘设股份,20240724,20240729,5.143,20240801,5.807,12.8220%,3,0.87
4652,603716,塞力医疗,20240724,20240729,5.793,20240801,6.817,17.5716%,3,2.52
4653,301079,邵阳液压,20240725,20240801,18.989,20240806,15.752,-17.1482%,5,4.22
4654,600135,乐凯胶片,20240725,20240731,4.912,20240805,5.117,4.0728%,4,1.45
4655,000712,锦龙股份,20240726,20240807,10.845,20240812,10.095,-7.0197%,8,3.88
4656,001316,润贝航科,20240726,20240801,16.088,20240806,15.113,-6.1579%,4,0.82
4657,002357,富临运业,20240726,20240801,6.183,20240806,6.547,5.7811%,4,5.89
4658,300923,研奥股份,20240726,20240731,21.117,20240805,19.926,-5.7379%,3,4.03
4659,600099,林海股份,20240726,20240801,7.089,20240806,6.872,-3.1610%,4,1.99
4660,600635,大众公用,20240726,20240802,3.401,20240807,3.257,-4.3147%,5,4.19
4661,600676,久事动娱,20240726,20240802,4.352,20240807,3.818,-12.3717%,5,2.74
4662,600686,金龙汽车,20240726,20240807,14.357,20240812,15.142,5.3694%,8,27.55
4663,600841,动力新科,20240726,20240801,4.902,20240806,4.288,-12.6365%,4,4.63
4664,603988,中电电机,20240726,20240806,11.721,20240809,10.250,-12.6501%,7,0.21
4665,000595,新能股份,20240729,20240805,3.852,20240808,3.898,1.0975%,5,0.15
4666,000880,潍柴重机,20240729,20240812,7.661,20240815,7.503,-2.1570%,10,0.15
4667,000957,中通客车,20240729,20240805,11.788,20240808,10.667,-9.6117%,5,11.72
4668,002232,启明信息,20240729,20240806,21.867,20240809,19.426,-11.2614%,6,0.86
4669,002278,神开股份,20240729,20240802,4.492,20240807,4.418,-1.7574%,4,2.22
4670,002685,华东重机,20240729,20240806,3.562,20240809,3.418,-4.1286%,6,0.76
4671,300061,旗天科技,20240729,20240805,6.403,20240808,5.977,-6.7559%,5,1.12
4672,300159,新研股份,20240729,20240805,2.082,20240808,2.267,8.7771%,5,6.29
4673,300281,金明精机,20240729,20240802,5.783,20240807,5.267,-9.0147%,4,2.50
4674,301049,超越科技,20240729,20240802,22.981,20240807,20.530,-10.7684%,4,3.39
4675,600316,洪都航空,20240729,20240805,21.047,20240808,20.916,-0.7223%,5,9.18
4676,600501,航天晨光,20240729,20240807,18.609,20240812,16.562,-11.1030%,7,0.65
4677,000099,中信海直,20240730,20240807,18.084,20240812,16.717,-7.6614%,6,23.22
4678,000421,南京公用,20240730,20240805,5.283,20240808,4.988,-5.6869%,4,4.68
4679,000981,山子高科,20240730,20240807,1.191,20240812,1.219,2.3185%,6,0.10
4680,002869,金溢科技,20240730,20240805,30.002,20240808,29.742,-0.9662%,4,7.62
4681,300583,赛托生物,20240730,20240805,13.062,20240808,13.398,2.4783%,4,2.80
4682,600386,北巴传媒,20240730,20240807,3.832,20240812,3.448,-10.1117%,6,0.49
4683,600463,空港股份,20240730,20240806,8.994,20240809,8.796,-2.3113%,5,1.28
4684,600530,ST交昂,20240730,20240805,2.759,20240808,2.847,3.0600%,4,1.37
4685,600611,大众交通,20240730,20240807,10.095,20240812,9.425,-6.7345%,6,31.64
4686,600650,锦江在线,20240730,20240802,13.387,20240807,12.154,-9.3089%,3,8.74
4687,603716,塞力医疗,20240730,20240806,6.393,20240809,7.026,9.8057%,5,3.86
4688,000550,江铃汽车,20240731,20240805,25.639,20240808,23.084,-10.0629%,3,16.99
4689,000953,中哲精化,20240731,20240809,3.922,20240814,3.838,-2.2387%,7,2.16
4690,002196,方正电机,20240731,20240806,4.622,20240809,4.398,-4.9571%,4,1.95
4691,003026,中晶科技,20240731,20240807,19.126,20240812,20.624,7.7331%,5,2.99
4692,600638,新黄浦,20240731,20240805,3.956,20240808,3.902,-1.4632%,3,1.77
4693,600692,亚通股份,20240731,20240806,5.993,20240809,5.567,-7.2046%,4,0.40
4694,600721,百花医药,20240731,20240808,6.863,20240813,6.627,-3.5494%,6,5.69
4695,000016,ST康佳A,20240801,20240807,2.501,20240812,2.259,-9.7904%,4,0.99
4696,000712,锦龙股份,20240801,20240807,10.845,20240812,10.095,-7.0197%,4,13.42
4697,000980,众泰汽车,20240801,20240808,1.691,20240813,1.569,-7.2934%,5,5.87
4698,001696,宗申动力,20240801,20240807,13.027,20240812,12.144,-6.8753%,4,33.57
4699,002596,海南瑞泽,20240801,20240807,1.571,20240812,1.529,-2.7452%,4,1.39
4700,002685,华东重机,20240801,20240806,3.562,20240809,3.418,-4.1286%,3,11.59
4701,300147,ST香雪,20240801,20240819,8.354,20240822,7.926,-5.2249%,12,1.65
4702,600843,上工申贝,20240801,20240807,7.754,20240812,8.146,4.9562%,4,10.20
4703,600855,航天长峰,20240801,20240807,11.005,20240812,10.225,-7.1930%,4,0.70
4704,603278,大业股份,20240801,20240808,6.103,20240813,5.517,-9.6986%,5,0.12
4705,000518,四环生物,20240802,20240808,2.141,20240813,2.319,8.2029%,4,2.08
4706,002607,中公教育,20240802,20240812,2.171,20240815,1.879,-13.5506%,6,13.04
4707,002829,星网宇达,20240802,20240807,19.050,20240812,19.420,1.8463%,3,2.60
4708,600561,江西长运,20240802,20240808,4.962,20240813,4.368,-12.0832%,4,3.20
4709,603390,通达电气,20240802,20240809,8.974,20240814,8.426,-6.2140%,5,0.58
4710,001239,永达股份,20240805,20240809,15.658,20240814,14.353,-8.4345%,4,5.64
4711,002219,新里程,20240805,20240808,1.961,20240813,1.859,-5.2969%,3,3.12
4712,002693,双成药业,20240805,20240808,4.802,20240813,5.177,7.7088%,3,2.23
4713,300125,聆达股份,20240805,20240812,3.160,20240815,2.816,-10.9871%,5,1.93
4714,300149,睿智医药,20240805,20240809,5.463,20240814,5.157,-5.6890%,4,4.33
4715,600280,中央商场,20240805,20240813,2.801,20240816,2.689,-4.1246%,6,0.58
4716,600721,百花医药,20240805,20240808,6.863,20240813,6.627,-3.5494%,3,7.98
4717,600789,鲁抗医药,20240805,20240808,7.892,20240813,7.574,-4.1260%,3,23.68
4718,603373,安邦护卫,20240805,20240808,19.046,20240813,17.970,-5.7470%,3,2.04
4719,000679,大连友谊,20240806,20240812,3.332,20240815,3.288,-1.4000%,4,2.83
4720,002072,凯瑞德,20240806,20240813,4.182,20240816,3.918,-6.4138%,5,0.09
4721,002329,皇氏集团,20240806,20240812,3.012,20240815,2.879,-4.5146%,4,3.00
4722,002659,凯文教育,20240806,20240809,3.622,20240814,3.408,-5.9953%,3,3.47
4723,002919,名臣健康,20240806,20240812,12.656,20240815,13.293,4.9333%,4,4.70
4724,600576,祥源文旅,20240806,20240813,4.662,20240816,4.988,6.8745%,5,2.76
4725,600661,昂立教育,20240806,20240812,10.835,20240815,10.395,-4.1664%,4,3.99
4726,600696,退市岩石,20240806,20240814,8.634,20240819,8.906,3.0413%,6,3.04
4727,600778,友好集团,20240806,20240812,4.142,20240815,4.068,-1.8891%,4,1.00
4728,605098,行动教育,20240806,20240809,31.146,20240814,28.216,-9.5064%,3,3.36
4729,000597,东北制药,20240807,20240814,4.567,20240819,4.323,-5.4521%,5,0.43
4730,000972,中基健康,20240807,20240813,2.551,20240816,2.549,-0.2000%,4,2.75
4731,002529,海源复材,20240807,20240812,5.002,20240815,5.447,8.7911%,3,0.27
4732,002651,利君股份,20240807,20240812,5.303,20240815,5.157,-2.8388%,3,0.48
4733,301136,招标股份,20240807,20240813,14.197,20240816,13.643,-4.0016%,4,5.84
4734,600192,长城电工,20240807,20240819,5.163,20240822,4.568,-11.6226%,8,1.39
4735,600262,北方股份,20240807,20240809,12.530,20240814,12.625,0.6536%,2,3.72
4736,600343,航天动力,20240807,20240812,8.084,20240815,7.866,-2.7964%,3,2.45
4737,600753,ST海钦,20240807,20240812,5.623,20240815,5.197,-7.6658%,3,1.45
4738,000586,汇源通信,20240808,20240813,7.224,20240816,7.656,5.8881%,3,0.49
4739,300615,欣天科技,20240808,20240814,11.336,20240819,10.595,-6.6366%,4,5.17
4740,600811,ST东方,20240808,20240814,1.291,20240819,1.319,2.1233%,4,7.42
4741,601933,永辉超市,20240808,20240813,2.401,20240816,2.369,-1.4487%,3,10.52
4742,000011,深物业A,20240809,20240814,7.874,20240819,7.616,-3.3734%,3,4.58
4743,000509,华塑控股,20240809,20240816,2.801,20240821,2.459,-12.3307%,5,0.74
4744,002285,世联行,20240809,20240814,1.921,20240819,1.819,-5.4031%,3,3.28
4745,600696,退市岩石,20240809,20240814,8.634,20240819,8.906,3.0413%,3,3.69
4746,603389,亚振家居,20240809,20240813,5.563,20240816,5.727,2.8545%,2,3.11
4747,603065,宿迁联盛,20240812,20240816,7.590,20240821,7.852,3.3557%,4,0.61
4748,603324,盛剑科技,20240812,20240816,24.188,20240821,25.963,7.2380%,4,0.45
4749,603458,勘设股份,20240812,20240819,5.963,20240822,5.467,-8.4132%,5,2.38
4750,002207,ST准油,20240813,20240816,4.972,20240821,4.388,-11.8583%,3,3.30
4751,301288,清研环境,20240813,20240820,17.209,20240823,14.633,-15.0688%,5,2.10
4752,600817,宇通重工,20240813,20240822,11.627,20240827,9.766,-16.1035%,7,2.18
4753,001314,亿道信息,20240814,20240821,38.060,20240826,36.473,-4.2704%,5,6.60
4754,002037,保利联合,20240814,20240821,7.504,20240826,6.897,-8.1920%,5,3.71
4755,002418,康盛股份,20240814,20240819,1.931,20240822,1.909,-1.2352%,3,0.61
4756,002827,高争民爆,20240814,20240821,25.253,20240826,24.508,-3.0497%,5,1.92
4757,002829,星网宇达,20240814,20240819,20.110,20240822,21.189,5.2672%,3,6.11
4758,002952,亚世光电,20240814,20240821,20.811,20240826,20.001,-3.9940%,5,4.08
4759,300622,博士眼镜,20240814,20240821,15.903,20240826,14.646,-8.0059%,5,5.85
4760,301151,冠龙节能,20240814,20240819,15.248,20240822,14.383,-5.7718%,3,5.62
4761,600326,西藏天路,20240814,20240823,5.863,20240828,5.767,-1.7343%,7,1.66
4762,600686,金龙汽车,20240814,20240820,16.148,20240823,14.243,-11.8983%,4,21.68
4763,002369,卓翼科技,20240815,20240821,3.882,20240826,3.728,-4.0621%,4,0.22
4764,002425,凯撒文化,20240815,20240822,2.881,20240827,2.609,-9.5656%,5,2.97
4765,002861,瀛通通讯,20240815,20240820,9.835,20240823,9.745,-1.0130%,3,3.61
4766,002919,名臣健康,20240815,20240820,12.916,20240823,12.424,-3.9143%,3,6.19
4767,300211,ST亿通,20240815,20240820,5.603,20240823,5.257,-6.2653%,3,2.51
4768,300256,星星科技,20240815,20240820,2.551,20240823,2.409,-5.6847%,3,11.39
4769,603839,安正时尚,20240815,20240821,4.803,20240826,3.979,-17.2627%,4,0.79
4770,000810,创维数字,20240816,20240822,9.736,20240827,12.125,24.4388%,4,9.63
4771,002370,亚太药业,20240816,20240823,2.881,20240828,2.909,0.8407%,5,2.57
4772,300050,世纪鼎利,20240816,20240822,5.083,20240827,5.237,2.9465%,4,3.87
4773,300584,海辰药业,20240816,20240822,21.111,20240827,19.290,-8.7222%,4,5.20
4774,301182,凯旺科技,20240816,20240821,21.401,20240826,21.249,-0.8071%,3,4.68
4775,600322,津投城开,20240816,20240821,1.481,20240826,1.329,-10.3250%,3,2.68
4776,001298,好上好,20240819,20240828,11.106,20240902,11.998,7.9361%,7,2.64
4777,002388,新亚制程,20240819,20240822,3.382,20240827,3.798,12.2137%,3,3.28
4778,300184,力源信息,20240819,20240827,7.284,20240830,6.747,-7.4729%,6,36.08
4779,603122,合富中国,20240819,20240823,5.423,20240828,5.377,-0.9372%,4,2.54
4780,001379,腾达科技,20240820,20240822,26.361,20240827,23.626,-10.4751%,2,11.66
4781,002647,仁东控股,20240820,20240823,3.305,20240828,3.486,5.3954%,3,3.14
4782,002717,ST岭南,20240820,20240826,1.000,20240829,1.009,0.7991%,4,3.00
4783,300518,新迅达,20240820,20240823,8.234,20240828,7.916,-3.9629%,3,3.30
4784,000678,襄阳轴承,20240821,20240826,4.112,20240829,4.198,1.9876%,3,0.95
4785,002199,东晶电子,20240821,20240828,6.373,20240902,6.677,4.6617%,5,3.64
4786,002403,爱仕达,20240821,20240827,6.635,20240830,6.419,-3.3633%,4,2.94
4787,002667,ST威领,20240821,20240826,5.463,20240829,5.687,4.0083%,3,2.41
4788,600358,国旅联合,20240821,20240826,2.681,20240829,2.729,1.6639%,3,2.48
4789,601921,浙版传媒,20240821,20240826,7.874,20240829,7.156,-9.2125%,3,13.79
4790,603666,亿嘉和,20240821,20240826,14.477,20240829,17.291,19.3382%,3,4.02
4791,300438,鹏辉能源,20240822,20240829,23.282,20240903,26.227,12.5505%,5,14.53
4792,600650,锦江在线,20240822,20240827,11.336,20240830,10.355,-8.7527%,3,10.62
4793,000755,山西高速,20240823,20240828,4.202,20240902,3.908,-7.0978%,3,5.84
4794,603118,共进股份,20240823,20240829,6.773,20240903,6.747,-0.4951%,4,0.73
4795,000068,华控赛格,20240826,20240830,2.941,20240904,3.028,2.8582%,4,1.35
4796,001373,翔腾新材,20240826,20240905,25.473,20240910,24.188,-5.1439%,8,1.46
4797,002302,西部建设,20240826,20240903,6.018,20240906,5.822,-3.3556%,6,0.67
4798,002866,传艺科技,20240826,20240909,12.046,20240912,12.294,1.9574%,10,2.03
4799,002941,新疆交建,20240826,20240830,9.625,20240904,9.325,-3.2115%,4,5.32
4800,300106,西部牧业,20240826,20240830,7.314,20240904,7.096,-3.0699%,4,5.60
4801,000779,甘咨询,20240827,20240902,6.813,20240905,6.817,-0.0533%,4,4.74
4802,301115,联检科技,20240827,20240830,13.513,20240904,12.940,-4.3421%,3,4.42
4803,603060,国检集团,20240827,20240903,5.922,20240906,5.916,-0.2000%,5,0.14
4804,603153,上海建科,20240827,20240830,15.837,20240904,15.381,-2.9769%,3,3.89
4805,603183,建研院,20240827,20240902,3.312,20240905,3.138,-5.3308%,4,2.68
4806,000633,合金投资,20240828,20240903,4.292,20240906,4.508,4.9231%,4,2.75
4807,001332,锡装股份,20240829,20240909,16.972,20240912,17.805,4.8057%,7,0.56
4808,002514,ST宝馨,20240829,20240905,4.392,20240910,4.238,-3.6134%,5,1.17
4809,002681,奋达科技,20240829,20240904,4.252,20240909,3.988,-6.3115%,4,0.85
4810,300562,乐心医疗,20240829,20240904,11.517,20240909,10.746,-6.7957%,4,10.74
4811,600543,ST莫高,20240829,20240905,5.053,20240910,5.377,6.3282%,5,0.09
4812,600936,北投科技,20240829,20240904,2.271,20240909,2.219,-2.4004%,4,1.34
4813,603398,ST沐邦,20240829,20240910,14.487,20240913,15.602,7.5961%,8,3.41
4814,603666,亿嘉和,20240829,20240903,17.008,20240906,16.422,-3.5495%,3,4.72
4815,000045,深纺织Ａ,20240830,20240905,8.685,20240910,8.167,-6.0690%,4,3.87
4816,000766,通化金马,20240830,20240905,15.168,20240910,14.473,-4.6810%,4,3.89
4817,002426,胜利精密,20240830,20240905,1.771,20240910,1.699,-4.1508%,4,5.60
4818,002600,领益智造,20240830,20240905,7.294,20240910,6.947,-4.8592%,4,36.41
4819,003015,日久光电,20240830,20240904,11.653,20240909,11.701,0.3147%,3,0.91
4820,600156,华升股份,20240830,20240909,3.402,20240912,3.678,8.0271%,6,0.89
4821,600552,凯盛科技,20240830,20240909,14.357,20240912,11.904,-17.1864%,6,13.91
4822,000062,深圳华强,20240902,20240911,32.746,20240918,29.435,-10.2113%,7,31.41
4823,000627,ST天茂,20240902,20240920,2.991,20240925,2.849,-4.8775%,12,2.92
4824,000859,国风新材,20240902,20240906,3.442,20240911,3.338,-3.1040%,4,1.74
4825,002369,卓翼科技,20240903,20240906,4.592,20240911,4.228,-8.0352%,3,8.45
4826,300068,ST南都,20240903,20240910,11.736,20240913,12.084,2.8660%,5,17.77
4827,600550,保变电气,20240903,20240926,9.605,20241008,10.625,10.5185%,15,1.30
4828,603004,鼎龙科技,20240903,20240906,17.349,20240911,15.702,-9.5908%,3,1.36
4829,605218,伟时电子,20240903,20240911,19.705,20240918,17.626,-10.6490%,6,0.36
4830,000020,深华发Ａ,20240904,20240909,11.266,20240912,11.314,0.3324%,3,3.64
4831,000058,深赛格,20240904,20240911,6.587,20240918,5.931,-10.0625%,5,2.08
4832,002520,日发精机,20240904,20240912,5.002,20240919,4.218,-15.7844%,6,1.23
4833,300382,斯莱克,20240904,20240910,6.343,20240913,7.216,13.6663%,4,5.42
4834,600072,中船科技,20240904,20240910,12.576,20240913,12.624,0.2769%,4,9.37
4835,600152,维科技术,20240904,20240909,5.403,20240912,5.207,-3.7150%,3,3.34
4836,600698,湖南天雁,20240904,20240912,3.952,20240919,4.138,4.6054%,6,2.64
4837,601515,衢州东峰,20240904,20240910,2.681,20240913,2.459,-8.4007%,4,1.96
4838,603883,老百姓,20240904,20240912,13.786,20240919,12.323,-10.7127%,6,5.15
4839,000627,ST天茂,20240905,20240920,2.991,20240925,2.849,-4.8775%,9,1.91
4840,002989,中天精装,20240905,20240911,18.209,20240918,18.141,-0.4744%,4,0.55
4841,301017,漱玉平民,20240905,20240910,11.511,20240913,10.100,-12.3564%,3,4.31
4842,600829,人民同泰,20240905,20240910,5.873,20240913,5.307,-9.7304%,3,3.11
4843,603212,赛伍技术,20240905,20240910,10.545,20240913,10.445,-1.0530%,3,3.74
4844,605266,健之佳,20240905,20240911,18.317,20240918,15.980,-12.8593%,4,3.41
4845,002104,恒宝股份,20240906,20240911,5.409,20240918,5.153,-4.8198%,3,0.99
4846,002640,跨境通,20240906,20240918,1.831,20240923,1.729,-5.6590%,6,1.68
4847,600611,大众交通,20240906,20240911,8.274,20240918,6.827,-17.5949%,3,1.96
4848,600650,锦江在线,20240906,20240911,9.465,20240918,9.775,3.1793%,3,4.17
4849,603123,翠微股份,20240906,20240912,6.293,20240919,6.547,3.9295%,4,3.21
4850,000566,海南海药,20240909,20240920,4.072,20240925,3.688,-9.5272%,7,0.37
4851,002036,联创电子,20240909,20240913,7.214,20240920,6.717,-6.9893%,4,1.57
4852,600148,长春一东,20240909,20240912,13.667,20240919,13.953,1.9940%,3,0.83
4853,600838,上海九百,20240909,20240913,6.137,20240920,6.751,9.8975%,4,1.77
4854,600847,万里股份,20240909,20240913,7.924,20240920,7.996,0.8091%,4,0.41
4855,601162,天风证券,20240909,20240913,2.691,20240920,2.789,3.5138%,4,15.08
4856,000020,深华发Ａ,20240910,20240912,11.326,20240919,12.154,7.2131%,2,4.38
4857,000536,华映科技,20240910,20240920,3.002,20240925,2.839,-5.5280%,6,3.09
4858,002622,皓宸医疗,20240910,20240918,1.421,20240923,1.589,11.7599%,4,0.24
4859,002898,赛隆退,20240910,20240913,9.155,20240920,9.105,-0.6367%,3,1.88
4860,300030,阳普医疗,20240910,20240920,5.903,20240925,4.938,-16.4549%,6,2.12
4861,300134,大富科技,20240910,20240918,9.105,20240923,8.636,-5.2498%,4,10.22
4862,600187,ST国中,20240910,20240919,2.901,20240924,3.438,18.4021%,5,7.13
